particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
31525198045904896,864691265894088960,252.777878,7.3090291,-2948.5,6.72209263,0.282839924,0.0839044601,-3.37284017,3.38859415,-0.000299314212,-0.000926612178,0.000101605161,-0.00014892155,14
193654784211812352,864691265894088960,304.997772,19.4442329,-2948.5,9.09703732,0.755489647,-0.0444757305,-7.00814342,7.05026913,-0.000223857307,0.000396847259,0.000102699989,-0.000128563508,13
193705365622226944,864691265894088960,306.693176,30.2238808,-2948.5,9.35546017,0.0277979858,0.0920288563,-0.673658967,0.694649756,-2.23448205e-05,1.07665546e-05,0.000114315691,-0.000110328037,12
247697981216653312,864691265894088960,363.063812,20.6396198,-2948.5,11.6605253,0.754125953,0.149483249,-6.19193602,6.24104214,-2.37151253e-05,0.00011097431,0.000167136386,-0.000166027821,9
247812334569914368,864691265894088960,290.64447,12.7459068,-2948.5,11.6364145,0.507150412,0.116353467,-5.18892765,5.21681786,-2.57936317e-05,-9.10255221e-06,0.000124990387,-0.000127032661,12
346777171911507968,864691265894088960,249.420395,29.7029076,-2948.5,9.32466507,0.0353764668,-0.0659469664,-0.705509186,0.723065376,-0.000216097469,-0.000411284738,0.000150861262,-0.000120104909,12
400820368010379264,864691265894088960,388.819366,20.0586624,-2948.5,17.3797665,0.627575397,0.149260476,-4.82638407,4.89426517,-0.000780130562,2.75114271e-05,4.65192679e-05,-0.000145008278,10
450359963424915456,864691265894088960,271.562378,-2.96619415,-2948.5,5.26376295,0.22329843,0.0794319659,-2.56331825,2.57803249,-0.000253777107,0.000839277229,0.000149171305,-0.000144292586,11
450359963794014208,864691265894088960,258.028442,12.0616627,-2948.5,5.24592638,0.597465336,0.106624663,-6.94333601,6.97120714,-1.95558641e-05,-4.59216681e-05,0.000124372586,-0.000126253595,12
36028797841047552,864691265894089216,365.390839,55.5572357,-2945.5,10.2154207,0.129943147,-0.0936332792,-1.15179455,1.17122281,0.000187256024,-0.000324848195,0.000208459343,-0.000158188166,13
121597190056443904,864691265894089216,252.669907,45.2357979,-2945.5,16.5606441,0.32564339,0.13742806,-3.94263673,3.96090841,0.00153264322,0.000110756941,0.000258385757,-0.000127041305,12
346777171911507968,864691265894089216,249.269608,29.9831371,-2945.5,9.31440926,0.0347215496,-0.0663475096,-0.705685496,0.723242283,0.00082294055,0.000490949547,0.000176299523,-0.000176915128,11
391813169829380096,864691265894089216,294.514374,49.5231094,-2945.5,18.0593033,0.0414738692,0.0990834534,-0.927126229,0.943705678,-0.000125958846,-0.000233997416,7.10981985e-05,-9.99182594e-05,11
4503600617226240,864691265894089472,345.794189,99.8767471,-2948.5,5.99317169,0.785082579,0.336719543,-6.92621613,6.98009205,0.000348013331,0.000519051799,0.000185224737,-0.00011958398,12
